,title,doi,year,exists_in_openalex
929,Does Urban Agriculture Improve Food Security? Examining the Nexus of Food Access and Distribution of Urban Produced Foods in the United States: A Systematic Review,10.3390/su10092988,2018,True
930,The Use of High Tunnels to Produce Fruit and Vegetable Crops in North America,10.4236/as.2017.87052,2017,True
931,Methods to assess between-system adaptations to climate change: Dryland wheat systems in the Pacific Northwest United States,10.1016/j.agee.2017.03.017,2018,True
932,Assessing associations between residential proximity to greenspace and birth defects in the National Birth Defects Prevention Study,10.1016/j.envres.2022.114760,2023,True
933,Canadian agriculture technology adoption,10.1007/s44248-024-00008-0,2024,True
934,Crop yield response to climate change varies with crop spatial distribution pattern,10.1038/s41598-017-01599-2,2017,True
935,Willingness to Pay for Clean Air: Evidence from Air Purifier Markets in China,10.1086/705554,2020,True
936,Geospatial distribution of relative cesarean section rates within the USA,10.1186/s13104-022-06141-w,2022,True
937,The Impact of Bank Branching Deregulations on the U.S. Agricultural Sector,10.1093/ajae/aax059,2017,True
938,Design and Use of Representative Agricultural Pathways for Integrated Assessment of Climate Change in U.S. Pacific Northwest Cereal-Based Systems,10.3389/fevo.2017.00099,2017,True
939,Agricultural Labor and Bargaining Power,10.2139/ssrn.4094315,2022,True
940,Irrigation water use and technical efficiencies: Accounting for technological and environmental heterogeneity in U.S. agriculture using random parameters,10.1016/j.wre.2018.02.004,2018,True
941,California’s methane super-emitters,10.1038/s41586-019-1720-3,2019,True
942,"Black Farmers in the USA and Michigan: Longevity, Empowerment, and Food Sovereignty",10.1007/s12111-018-9394-8,2018,True
943,Effects of weather and landscape use on mourning dove population trends in North Dakota,10.1002/wsb.1346,2022,True
944,Factors affecting willingness to cultivate switchgrass: Evidence from a farmer survey in Missouri,10.1016/j.eneco.2018.12.009,2019,True
945,"Food Insecurity, Food “Deserts,” and Glycemic Control in Patients With Diabetes: A Longitudinal Analysis",10.2337/dc17-1981,2018,True
946,Eolian processes and heterogeneous dust emissivity during the 1930s Dust Bowl Drought and implications for projected 21st-century megadroughts,10.1177/0959683617702235,2017,True
947,Assessing landowners' attitudes toward wild hogs and support for control options,10.1016/j.jenvman.2017.06.022,2017,True
948,Economic impact of organic agriculture hotspots in the United States,10.1017/s1742170518000066,2018,True
949,“New” cyanobacterial blooms are not new: two centuries of lake production are related to ice cover and land use,10.1002/ecs2.3170,2020,True
950,Retail Globalization and Household Welfare: Evidence from Mexico,10.1086/695476,2018,True
951,Value of irrigation water usage in South Florida agriculture,10.1016/j.scitotenv.2017.12.240,2018,True
952,Climate change impacts on rice productivity in the Mekong River Delta,10.1016/j.apgeog.2018.12.004,2019,True
953,Economic and environmental performance of dryland wheat-based farming systems in a 1.5 °C world,10.1007/s11027-018-9804-1,2018,True
954,Lessons from the Archives: Understanding Historical Agricultural Change in the Southern Great Plains,10.3390/land13020196,2024,True
955,Assessing perceptions of climate risk and adaptation among small farmers in Oregon's Willamette Valley,10.1017/s1742170519000267,2019,True
956,Targeting the spatial context of obesity determinants via multiscale geographically weighted regression,10.1186/s12942-020-00204-6,2020,True
957,Socioeconomic Status Among Cochlear Implant Candidates and Association With Surgical Pursuance,10.1001/jamaoto.2023.2217,2023,True
958,A high-performance and in-season classification system of field-level crop types using time-series Landsat data and a machine learning approach,10.1016/j.rse.2018.02.045,2018,True
959,Impact of the biorefinery size on the logistics of corn stover supply – A scenario analysis,10.1016/j.apenergy.2017.03.056,2017,True
960,Farmer and farm worker illnesses and deaths from COVID-19 and impacts on agricultural output,10.1371/journal.pone.0250621,2021,True
961,Farmer Preferences for Agricultural Soil Carbon Sequestration Schemes,10.1093/aepp/ppx041,2017,True
962,Residential proximity to high-density poultry operations associated with campylobacteriosis and infectious diarrhea,10.1016/j.ijheh.2017.12.005,2018,True
963,Capital Obsolescence and Agricultural Productivity*,10.1093/qje/qjaa028,2020,True
964,Produce growers’ cost of complying with the Food Safety Modernization Act,10.1016/j.foodpol.2017.10.005,2018,True
965,A life course approach to understanding social drivers of rangeland conversion,10.5751/es-08990-220119,2017,True
966,High‐Resolution Water Footprints of Production of the United States,10.1002/2017wr021923,2018,True
967,"Rural–Urban and Racial/Ethnic Disparities in Invasive Cervical Cancer Incidence in the United States, 2010–2014",10.5888/pcd16.180447,2019,True
968,"Climate and Land Use Effects on Hydrologic Processes in a Primarily Rain‐Fed, Agricultural Watershed",10.1111/1752-1688.12764,2019,True
969,Comprehension rates of safety pictorials affixed to agricultural machinery among Pennsylvania rural population,10.1016/j.ssci.2017.11.021,2018,True
970,"Preliminary incidence and trends of infections with pathogens transmitted commonly through food — Foodborne Diseases Active Surveillance Network, 10 U.S. sites, 2015–2018",10.1111/ajt.15412,2019,True
971,Data on breastfeeding and state policies in the United States,10.1016/j.dib.2021.107210,2021,True
972,The Rise and Fall of Pellagra in the American South,10.1017/s0022050718000700,2019,True
973,A comparative analysis of accessibility measures by the two-step floating catchment area (2SFCA) method,10.1080/13658816.2019.1591415,2019,True
974,Prospects for Sustainable Agriculture in Russia,10.2478/euco-2021-0011,2021,True
975,"Anthropogenic hydrometeorological changes at a regional scale: observed irrigation–precipitation feedback (1979–2015) in Nebraska, USA",10.1007/s40899-020-00368-w,2020,True
976,"Trends in neonicotinoid pesticide residues in food and water in the United States, 1999–2015",10.1186/s12940-018-0441-7,2019,True
977,Farmers’ Perceptions of Agricultural Land Abandonment in Rural Western New York State,10.3390/land7040128,2018,True
978,The Promise and Pitfalls of Conflict Prediction: Evidence from Colombia and Indonesia,10.3386/w25980,2019,True
979,Can a shift in the purchase of local foods by Supplemental Nutrition Assistance Program (SNAP) recipients impact the local economy?,10.1017/s1742170518000327,2018,True
980,Gender and class relations in rural India,10.1080/03066150.2018.1499094,2018,True
981,"Regional patterns of anthropogenic influences on streams and rivers in the conterminous United States, from the early 1970s to 2012",10.1080/1747423x.2019.1590473,2018,True
982,Racial/Ethnic Disparities in Household Food Insecurity During the COVID-19 Pandemic: a Nationally Representative Study,10.1007/s40615-020-00892-7,2020,True
983,Legibility and the Legacy of Racialized Dispossession in Digital Agriculture,10.1145/3479867,2021,True
984,Factors influencing ranchers&amp;#8217; intentions to manage for vegetation heterogeneity and promote cross-boundary management in the northern Great Plains,10.5751/es-10660-230445,2018,True
985,Remote Sensing of Croplands,10.1016/b978-0-12-409548-9.10379-3,2018,True
986,Food flows between counties in the United States,10.1088/1748-9326/ab29ae,2019,True
987,"Representative agricultural pathways, climate change, and agricultural land uses: an application to the Pacific Northwest of the USA",10.1007/s11027-018-9834-8,2019,True
988,710: Gestational weight gain and preterm birth risk for underweight women living in Ohio food deserts,10.1016/j.ajog.2018.11.733,2019,True
989,Growing Tiny Publics,10.1145/3274434,2018,True
990,Unexpected stasis in a changing world: Lake nutrient and chlorophyll trends since 1990,10.1111/gcb.13810,2017,True
991,Assessing national vulnerability to phosphorus scarcity to build food system resilience: The case of India,10.1016/j.jenvman.2019.03.115,2019,True
992,Scale-dependence of environmental and socioeconomic drivers of albizia invasion in Hawaii,10.1016/j.landurbplan.2017.08.008,2018,True
993,The “Sweet Spot” in the Middle: Why Do Mid-Scale Farms Adopt Diversification Practices at Higher Rates?,10.3389/fsufs.2021.734088,2021,True
994,Spatiotemporal changes in conterminous US wildfire exposure from 1940 to 2010,10.1007/s11069-018-3217-z,2018,True
995,Feeding the World,10.1017/9781108569101,2018,True
996,"Manure and fertilizer inputs to land in the Chesapeake Bay watershed, 1950–2012",10.3133/sir20185022,2018,True
997,"Tackling the issue of food waste in restaurants: Options for measurement method, reduction and behavioral change",10.1016/j.jclepro.2017.12.136,2018,True
998,High wildfire damage in interface communities in California,10.1071/wf18108,2019,True
999,The Index of Relative Rurality (IRR): US County Data for 2020,10.5281/zenodo.7675745,2023,True
1000,"Identifying Irrigated Areas in the Snake River Plain, Idaho: Evaluating Performance across Composting Algorithms, Spectral Indices, and Sensors",10.3390/rs9060546,2017,True
1001,‘Intentional Genetic Manipulation’ as a conservation threat,10.1007/s12686-018-0983-6,2018,True
1002,Scale versus scope in the diffusion of new technology: evidence from the farm tractor,10.1111/1756-2171.12230,2018,True
1003,Analysis of incentive structures at producer–processor interface of beef supply chain in Brazil,10.1108/jadee-10-2017-0104,2019,True
1004,Differences in Access to and Use of Electronic Personal Health Information Between Rural and Urban Residents in the United States,10.1111/jrh.12228,2017,True
1005,A Land Systems Science Framework for Bridging Land System Architecture and Landscape Ecology: A Case Study from the Southern High Plains,10.3390/land7010027,2018,True
1006,A geospatial analysis of land use and stormwater management on fecal coliform contamination in North Carolina streams,10.1016/j.scitotenv.2017.02.093,2017,True
1007,Lactase Non-persistence and Lactose Intolerance,10.1007/s11894-017-0558-9,2017,True
1008,Food Insecurity Among College Students in the U.S.: A Systematic Review and Meta-Analysis (P04-072-19),10.1093/cdn/nzz051.p04-072-19,2019,True
1009,Living in Food Deserts and Adverse Cardiovascular Outcomes in Patients With Cardiovascular Disease,10.1161/jaha.118.010694,2019,True
1010,"Tensions around Land Tenure in Argentina’s Agrarian Periphery: Scales and Multiple Temporalities of Capitalism in Santiago del Estero, Argentina",10.25222/larr.483,2019,True
1011,"A heat vulnerability index to improve urban public health management in San Juan, Puerto Rico",10.1007/s00484-017-1319-z,2017,True
1012,Recurrent pregnancy loss in food deserts in the mid-south using geographic information system analysis,10.1016/j.fertnstert.2018.07.285,2018,True
1013,Consumption of intentional food subsidies by a hunted carnivore,10.1002/jwmg.21304,2017,True
1014,Arsenic Speciation and Availability in Orchard Soils Historically Contaminated with Lead Arsenate,10.2134/jeq2017.07.0264,2018,True
1015,Immigration and Redistribution,10.3386/w24733,2018,True
1016,Where to plant urban trees? A spatially explicit methodology to explore ecosystem service tradeoffs,10.1016/j.landurbplan.2016.08.016,2017,True
1017,Social vulnerability to large wildfires in the western USA,10.1016/j.landurbplan.2019.04.006,2019,True
1018,Land use and socio-economic determinants of urban forest structure and diversity,10.1016/j.landurbplan.2018.09.012,2019,True
1019,Long-term and widespread changes in agricultural practices influence ring-necked pheasant abundance in California,10.1002/ece3.2675,2017,True
1020,Continuous subpixel monitoring of urban impervious surface using Landsat time series,10.1016/j.rse.2018.10.011,2020,True
1021,The association between geographic access to providers and the treatment quality of pediatric depression,10.1016/j.jad.2019.04.091,2019,True
1022,Going Without: An Exploration of Food and Housing Insecurity Among Undergraduates,10.3102/0013189x17741303,2017,True
1023,Urban/Rural Differences in Breast and Cervical Cancer Incidence: The Mediating Roles of Socioeconomic Status and Provider Density,10.1016/j.whi.2017.09.008,2017,True
1024,How advances in animal efficiency and management have affected beef cattle’s water intensity in the United States: 1991 compared to 2019,10.1093/jas/skac297,2022,True
1025,Explaining Rural Conservatism: Political Consequences of Technological Change in the Great Plains,10.31235/osf.io/75brz,2020,True
1026,Spatial agent‐based modeling for dedicated energy crop adoption and cellulosic biofuel commercialization,10.1002/bbb.1973,2019,True
1027,Novel approaches for Spatial and Molecular Surveillance of Porcine Reproductive and Respiratory Syndrome Virus (PRRSv) in the United States,10.1038/s41598-017-04628-2,2017,True
1028,"Case Study: Animal bedding cost and somatic cell count across New England dairy farms: Relationship with bedding material, housing type, herd size, and management system",10.15232/pas.2016-01601,2017,True
1029,"Impact of Socioeconomic Status, Race and Ethnicity, and Geography on Prenatal Detection of Hypoplastic Left Heart Syndrome and Transposition of the Great Arteries",10.1161/circulationaha.120.053062,2021,True
1030,More than a rural revolt: Landscapes of despair and the 2016 Presidential election,10.1016/j.jrurstud.2017.08.010,2017,True
1031,First Report of <i>Rhizoctonia solani</i> AG 4 Causing Brown Bean of Lima Bean in Delaware,10.1094/pdis-01-22-0118-pdn,2023,True
1032,"Suicide Rates by Major Occupational Group — 17 States, 2012 and 2015",10.15585/mmwr.mm6745a1,2018,True
1033,Rural Dermatology: Statistical Measures and Epidemiology,10.1007/978-3-030-75984-1_1,2021,True
1034,The US Geological Survey Plans to Severely Curtail the National Pesticide Synthesis Project,10.1002/etc.5693,2023,True
1035,Economic Impact of Spotted Wing Drosophila (Diptera: Drosophilidae) Yield Loss on Minnesota Raspberry Farms: A Grower Survey,10.1093/jipm/pmz006,2019,True
1036,Environmental factors influencing the occurrence of coyotes and conflicts in urban areas,10.1016/j.landurbplan.2016.05.022,2017,True
1037,National Antimicrobial Resistance Monitoring System: Two Decades of Advancing Public Health Through Integrated Surveillance of Antimicrobial Resistance,10.1089/fpd.2017.2283,2017,True
1038,Characterizing the Economic Value and Impacts of Wild Pig Damage on a Rural Economy,10.1080/10871209.2017.1368103,2017,True
1039,Interpreting and predicting the spread of invasive wild pigs,10.1111/1365-2664.12866,2017,True
1040,The AmeriFlux network: A coalition of the willing,10.1016/j.agrformet.2017.10.009,2018,True
1041,Digital mapping of soil carbon fractions with machine learning,10.1016/j.geoderma.2018.12.037,2019,True
1042,"Understanding recurrent land use processes and long-term transitions in the dynamic south-central United States, c. 1800 to 2006",10.1016/j.landusepol.2017.07.061,2017,True
1043,"Large-Area, High Spatial Resolution Land Cover Mapping Using Random Forests, GEOBIA, and NAIP Orthophotography: Findings and Recommendations",10.3390/rs11121409,2019,True
1044,Risks to pollinators and pollination from invasive alien species,10.1038/s41559-017-0412-3,2017,True
1045,Energy input in conventional and organic paddy rice production in Missouri and Italy: A comparative case study,10.1016/j.jenvman.2016.12.010,2017,True
1046,The association between food insecurity and mental health during the COVID-19 pandemic,10.1186/s12889-021-10631-0,2021,True
1047,The future of natural gas infrastructure development in the United states,10.1016/j.apenergy.2018.06.037,2018,True
1048,CISTA-A: Conceptual model using indicators selected by systems thinking for adaptation strategies in a changing climate: Case study in agro-ecosystems,10.1016/j.ecolmodel.2016.11.015,2017,True
1049,Movement patterns of exhibition swine and associations of influenza A virus infection with swine management practices,10.2460/javma.251.6.706,2017,True
1050,A systematic review of food insecurity among US students in higher education,10.1080/19320248.2018.1484316,2018,True
1051,The Economic Status of Rural America in the President Trump Era and beyond,10.1093/aepp/ppx061,2018,True
1052,"The levee effect revisited: Processes and policies enabling development in Yuba County, California",10.1111/jfr3.12469,2018,True
1053,Is green land cover associated with less health care spending? Promising findings from county-level Medicare spending in the continental United States,10.1016/j.ufug.2019.02.012,2019,True
1054,Wet waste-to-energy resources in the United States,10.1016/j.resconrec.2018.05.023,2018,True
1055,Inversion Climatology in High-Production Agricultural Regions of Missouri and Implications for Pesticide Applications,10.1175/jamc-d-18-0264.1,2019,True
1056,Assessing and addressing the global state of food production data scarcity,10.1038/s43017-024-00516-2,2024,True
1057,FARMER PERCEPTIONS OF PRECISION AGRICULTURE TECHNOLOGY BENEFITS,10.1017/aae.2018.27,2018,True
1058,"Epidemiology of<i>Salmonella</i><i>enterica</i>Serotype Dublin Infections among Humans, United States, 1968–2013",10.3201/eid2309.170136,2017,True
1059,Eco-labeling in the Fresh Produce Market: Not All Environmentally Friendly Labels Are Equally Valued,10.1016/j.ecolecon.2018.07.014,2018,True
1060,Measuring urban tree loss dynamics across residential landscapes,10.1016/j.scitotenv.2017.08.103,2018,True
1061,The Contribution of National Income Inequality to Regional Economic Divergence,10.1093/sf/soz013,2019,True
1062,"A synthesis of hydroclimatic, ecological, and socioeconomic data for transdisciplinary research in the Mekong",10.1038/s41597-023-02193-0,2023,True
1063,Risk of African swine fever virus introduction into the United States through smuggling of pork in air passenger luggage,10.1038/s41598-019-50403-w,2019,True
1064,Stratified Sampling,10.1002/9781118445112.stat05999.pub2,2017,True
1065,Effect of Supplemental Nutrition Assistance Program–Education (SNAP-Ed) on food security and dietary outcomes,10.1093/nutrit/nuz013,2019,True
1066,Broadband speed and unemployment rates: Data and measurement issues,10.1016/j.telpol.2019.101829,2020,True
1067,Current situation and future trends for beef production in the United States of America — A review,10.5713/ajas.18.0428,2018,True
1068,Local Effects of Land Grant Colleges on Agricultural Innovation and Output,10.3386/w26235,2019,True
1069,"Lots for greening: Identification of metropolitan vacant land and its potential use for cooling and agriculture in Phoenix, AZ, USA",10.1016/j.apgeog.2017.06.005,2017,True
1070,Why do counties adopt transfer of development rights programs?,10.1080/09640568.2018.1559044,2019,True
1071,Beyond Social Science History: Population and Environment in the US Great Plains,10.1017/ssh.2017.43,2018,True
1072,A Method for Guarding Animal Welfare and Public Health: Tracking the Rise of Backyard Poultry Ordinances,10.1007/s10900-017-0462-0,2018,True
1073,"Justice across Real and Imagined Food Worlds: Rural Corn Growers, Urban Agriculture Activists, and the Political Ontologies They Live By",10.1111/ruso.12211,2018,True
1074,"Market Transition, Industrialization, and Social Mobility Trends in Postrevolution China",10.1086/703346,2019,True
1075,Estimating mouse and rat use in American laboratories by extrapolation from Animal Welfare Act-regulated species,10.1038/s41598-020-79961-0,2021,True
1076,Environmental impacts of food consumption by dogs and cats,10.1371/journal.pone.0181301,2017,True
1077,Impact of individual and neighborhood factors on disparities in prostate cancer survival,10.1016/j.canep.2018.01.003,2018,True
1078,Monitoring the brazilian pasturelands: A new mapping approach based on the landsat 8 spectral and temporal domains,10.1016/j.jag.2017.06.003,2017,True
1079,Current and historical land use influence soil‐based ecosystem services in an urban landscape,10.1002/eap.1689,2018,True
1080,"I’d do it again in a heartbeat: Coalbed methane development and satisfied surface owners in Sheridan County, Wyoming",10.1016/j.exis.2018.08.014,2019,True
1081,"Historical, Current, and Future Perspectives for Controlled Environment Hydroponic Food Crop Production in the United States",10.21273/hortsci14901-20,2020,True
1082,Exposure of Protected and Unprotected Forest to Plant Invasions in the Eastern United States,10.3390/f9110723,2018,True
1083,Global crop-specific nitrogen fertilization dataset in 1961–2020,10.1038/s41597-023-02526-z,2023,True
1084,Revised methane emissions factors and spatially distributed annual carbon fluxes for global livestock,10.1186/s13021-017-0084-y,2017,True
1085,The Deforestation Effects of Trade and Agricultural Productivity in Brazil,10.31235/osf.io/hy3np,2022,True
1086,Understanding Tradeoffs in the Context of Farm-Scale Impacts: An Application of Decision-Support Tools for Assessing Climate Smart Agriculture,10.1007/978-3-319-61194-5_9,2017,True
1087,"Urban foodscape trends: Disparities in healthy food access in Chicago, 2007–2014",10.1016/j.healthplace.2018.06.003,2018,True
1088,Vape Shop Density and Socio-Demographic Disparities: A US Census Tract Analysis,10.1093/ntr/ntx063,2017,True
1089,When Coercive Economies Fail: The Political Economy of the US South After the Boll Weevil,10.3386/w27161,2020,True
1090,Local and landscape drivers of predation services in urban gardens,10.1002/eap.1500,2017,True
1091,"The rise of food banks and the challenge of matching food assistance with potential need: towards a spatially specific, rapid assessment approach",10.1007/s10460-017-9783-y,2017,True
1092,The Status and Future of the Strawberry Industry in the United States,10.21273/horttech04135-18,2019,True
1093,Role Identities and Pro-environmental Behavior among Farmers,10.22459/her.25.01.2019.01,2019,True
1094,Can economic and environmental benefits associated with agricultural intensification be sustained at high population densities? A farm level empirical analysis,10.1016/j.landusepol.2018.10.046,2019,True
1095,Can transfer of development rights programs save farmland in metropolitan counties?,10.1111/grow.12305,2019,True
1096,"An assessment of enhanced biosecurity interventions and their impact on porcine reproductive and respiratory syndrome virus outbreaks within a managed group of farrow-to-wean farms, 2020–2021",10.3389/fvets.2022.952383,2023,True
1097,The Impact of the Rise of Modern Maize Production in Brazil and Argentina,10.26882/histagrar.086e09k,2022,True
1098,Willingness to produce perennial bioenergy crops: A contingent supply approach,10.1016/j.biombioe.2018.06.018,2018,True
1099,Analysis of crash proportion by vehicle type at traffic analysis zone level: A mixed fractional split multinomial logit modeling approach with spatial effects,10.1016/j.aap.2017.11.017,2018,True
1100,Seasonal agricultural activity and crime,10.1111/ajae.12260,2021,True
1101,Impacts of land use and socioeconomic patterns on urban heat Island,10.1080/01431161.2017.1295485,2017,True
1102,Estimating the value of ecosystem services in a mixed-use watershed: A choice experiment approach,10.1016/j.ecoser.2016.12.015,2017,True
1103,Cyber security on the farm: an assessment of cyber security practices in the United States agriculture industry,10.22434/ifamr2017.0045,2018,True
1104,Recognition of and response to energy poverty in the United States,10.1038/s41560-020-0582-0,2020,True
1105,Will the urban agricultural revolution be vertical and soilless? A case study of controlled environment agriculture in New York City,10.1016/j.landusepol.2018.12.038,2019,True
1106,Socioeconomic factors associated with diet quality and meeting dietary guidelines in disadvantaged neighborhoods in the Southeast United States,10.1080/13557858.2018.1493434,2018,True
1107,"Are They Buying It? United States Consumers’ Changing Attitudes toward More Humanely Raised Meat, Eggs, and Dairy",10.3390/ani8080128,2018,True
1108,"Exploring “The Remote” and “The Rural”: Open Defecation and Latrine Use in Uttarakhand, India",10.1016/j.worlddev.2016.12.022,2017,True
1109,Reforestation can sequester two petagrams of carbon in US topsoils in a century,10.1073/pnas.1719685115,2018,True
1110,Cities as Coral Reefs: Using Rugosity to Measure Metabolism across the Urban Interface,10.1080/24694452.2019.1573133,2019,True
1111,Association Between Patient Portal Use and Broadband Access: a National Evaluation,10.1007/s11606-020-05633-4,2020,True
1112,Spatial targeting of agri-environmental policy using bilevel evolutionary optimization,10.1016/j.omega.2016.01.007,2017,True
1113,Technology intensity and agglomeration economies,10.1016/j.respol.2018.07.006,2018,True
1114,"Agroecology in Canada: Towards an Integration of Agroecological Practice, Movement, and Science",10.3390/su10093299,2018,True
1115,Landscape correlates of forest plant invasions: A high‐resolution analysis across the eastern United States,10.1111/ddi.12680,2017,True
1116,The Influence of Place on the Willingness to Pay for Ecosystem Services,10.1080/08941920.2017.1347976,2017,True
1117,California Healthy Places Index: Frames Matter,10.1177/0033354919849882,2019,True
1118,On-farm Evaluation of Strawberry Cultivars in Coastal Virginia,10.21273/horttech04616-20,2020,True
1119,Attitudes toward predator control in the United States: 1995 and 2014,10.1093/jmammal/gyw144,2017,True
1120,"Association of Dietary Intake and Biomarker Levels of Arsenic, Cadmium, Lead, and Mercury among Asian Populations in the United States: NHANES 2011–2012",10.1289/ehp28,2017,True
1121,Projected Contributions of Nurse Practitioners and Physicians Assistant to Buprenorphine Treatment Services for Opioid Use Disorder in Rural Areas,10.1177/1077558718793070,2018,True
1122,Distribution of forest ecosystems over two centuries in a highly urbanized landscape,10.1016/j.landurbplan.2017.03.008,2017,True
1123,A quantitative method for measuring regional economic resilience to the great recession,10.1111/grow.12265,2018,True
1124,Introduction: Institutions as Conscious Food Consumers,10.1016/b978-0-12-813617-1.00001-0,2019,True
1125,Alternative Seafood Networks During COVID-19: Implications for Resilience and Sustainability,10.3389/fsufs.2021.614368,2021,True
1126,Evaluating strategies for sustainable intensification of US agriculture through the Long-Term Agroecosystem Research network,10.1088/1748-9326/aaa779,2018,True
1127,DASH Dietary Pattern and Cardiometabolic Outcomes: An Umbrella Review of Systematic Reviews and Meta-Analyses,10.3390/nu11020338,2019,True
1128,Who on Earth Can Work from Home?,10.1093/wbro/lkab002,2021,True
1129,Women farmers in developed countries: a literature review,10.1007/s10460-019-09978-3,2019,True
1130,The Role of Peer Effects in Natural Resource Appropriation – The Case of Groundwater,10.1093/ajae/aay090,2018,True
1131,Public perceptions of antibiotic use on dairy farms in the United States,10.3168/jds.2019-17673,2021,True
1132,"Gender Matters: Climate Change, Gender Bias, and Women’s Farming in the Global South and North",10.3390/agriculture10070267,2020,True
1133,"Groundwater Governance and the Growth of Center Pivot Irrigation in Cimarron County, OK and Union County, NM: Implications for Community Vulnerability to Drought",10.3390/w9010039,2017,True
1134,Geographic patterns and environmental factors associated with human yellow fever presence in the Americas,10.1371/journal.pntd.0005897,2017,True
1135,Urban sprawl and the emergence of food deserts in the USA,10.1177/0042098019841540,2019,True
1136,"Language Barriers, Technology Adoption and Productivity: Evidence from Agriculture in India",10.3386/w27192,2020,True
1137,Effects of <scp>COVID</scp>‐19 on U.S. Aquaculture Farms,10.1002/aepp.13140,2021,True
1138,Residential building energy conservation and avoided power plant emissions by urban and community trees in the United States,10.1016/j.ufug.2016.12.004,2017,True
1139,USDA’s National Food and Nutrient Analysis Program (NFNAP) produces high-quality data for USDA food composition databases: Two decades of collaboration,10.1016/j.foodchem.2016.11.082,2018,True
1140,A high resolution population grid for the conterminous United States: The 2010 edition,10.1016/j.compenvurbsys.2016.08.006,2017,True
1141,Ethnic markets and community food security in an urban “food desert”,10.1177/0308518x17700394,2017,True
1142,"Toward a Political Ecology of Migration: Land, Labor Migration, and Climate Change in Northwestern Nicaragua",10.1016/j.worlddev.2017.04.023,2018,True
1143,Waste Not: Can Household Biogas Deliver Sustainable Development?,10.1007/s10640-018-0224-1,2018,True
1144,Benefit relevant indicators: Ecosystem services measures that link ecological and social outcomes,10.1016/j.ecolind.2017.12.001,2018,True
1145,Whither the 100th Meridian? The Once and Future Physical and Human Geography of America’s Arid–Humid Divide. Part I: The Story So Far,10.1175/ei-d-17-0011.1,2018,True
1146,Largely underestimated carbon emission from land use and land cover change in the conterminous United States,10.1111/gcb.14768,2019,True
1147,Development of a national childhood obesogenic environment index in the United States: differences by region and rurality,10.1186/s12966-020-00984-x,2020,True
1148,Looking beyond the mean for equity analysis: Examining distributional impacts of transportation improvements,10.1016/j.tranpol.2016.08.003,2017,True
1149,Why Does the Indian State Both Fail and Succeed?,10.1257/jep.34.1.31,2020,True
1150,Trends in the Use of New-Media Marketing in U.S. Ornamental Horticulture Industries,10.3390/horticulturae4040032,2018,True
1151,Land Prices Heading Skyward? An Analysis of Farmland Values across Tanzania,10.1093/aepp/ppx038,2017,True
1152,"Local Motivations, Regional Implications: Scaling from Local to Regional Food Systems in Northeastern North Carolina",10.5304/jafscd.2019.091.041,2019,True
1153,INOVATION AND SPECIALTY MAIZE BREEDING FOR MARKET NICHES IN THE STATE OF SÃO PAULO,10.18512/rbms2020v19e1202,2020,True
1154,Increasing Concentration in the Agricultural Supply Chain: Implications for Market Power and Sector Performance,10.1146/annurev-resource-100517-023312,2018,True
1155,Variation for nitrogen use efficiency traits in current and historical great plains hard winter wheat,10.1007/s10681-017-1869-5,2017,True
1156,Farm-Level Agricultural Biodiversity in the Peruvian Andes Is Associated with Greater Odds of Women Achieving a Minimally Diverse and Micronutrient Adequate Diet,10.1093/jn/nxy166,2018,True
1157,Modeling groundwater nitrate exposure in private wells of North Carolina for the Agricultural Health Study,10.1016/j.scitotenv.2018.11.022,2019,True
1158,Insect pollinator conservation policy innovations at subnational levels: Lessons for lawmakers,10.1016/j.envsci.2018.12.026,2019,True
1159,Finescale Assessment of Mobile Home Tornado Vulnerability in the Central and Southeast United States,10.1175/wcas-d-18-0060.1,2018,True
1160,Relationship between Consumer Behavior and Success of Urban Agriculture,10.1016/j.ecolecon.2017.02.010,2017,True
1161,Role of green roofs in reducing heat stress in vulnerable urban communities—a multidisciplinary approach,10.1088/1748-9326/aad93c,2018,True
1162,What Aspects of Rural Life Contribute to Rural‐Urban Health Disparities in Older Adults? Evidence From a National Survey,10.1111/jrh.12287,2017,True
1163,Impact of the Economic Structure of Cities on Urban Scaling Factors: Implications for Urban Material and Energy Flows in China,10.1111/jiec.12563,2017,True
1164,Developing Electronic Health Record (EHR) Strategies Related to Health Center Patients' Social Determinants of Health,10.3122/jabfm.2017.04.170046,2017,True
1165,Association of built environment characteristics with adiposity and glycaemic measures,10.1002/osp4.115,2017,True
1166,The Rise and Fall of Female Labor Force Participation During World War II in the United States,10.1017/s0022050718000323,2018,True
1167,Nature’s clean-up crew: Quantifying ecosystem services offered by a migratory avian scavenger on a continental scale,10.1016/j.ecoser.2019.100990,2019,True
1168,Spatiotemporal trends in Canadian domestic wild boar production and habitat predict wild pig distribution,10.1016/j.landurbplan.2017.05.003,2017,True
1169,"Greening in style: Urban form, architecture and the structure of front and backyard vegetation",10.1016/j.landurbplan.2019.02.014,2019,True
1170,Validation of a new continuous geographic isolation scale: A tool for rural health disparities research,10.1016/j.socscimed.2018.09.005,2018,True
1171,Rapid attribution analysis of the extraordinary heatwave on the Pacific Coast of the US and Canada June 2021,10.5194/esd-2021-90,2021,True
1172,The contribution of the University of California Cooperative Extension to California's agricultural production,10.1080/1389224x.2019.1656088,2019,True
