,year,name
1977,2023,Makerere University
1978,2024,Portland State University
1979,2024,Indiana University
1980,2024,American Farmland Trust
1981,2024,California State Polytechnic University
1984,2022,Universidade Federal de Viçosa
1985,2022,Coordenação de Aperfeicoamento de Pessoal de Nível Superior
1986,2022,National Council for Scientific and Technological Development
1987,2022,Nia Association
1989,2023,"Grassland, Soil and Water Research Laboratory"
1990,2023,The Nature Conservancy
1991,2023,Arizona State University
1992,2023,Texas State University
1994,2023,United States Fish and Wildlife Service
1995,2023,University of Arkansas at Fayetteville
1997,2023,Georgia Southern University
1998,2023,Purdue University West Lafayette
1999,2023,Sejong University
2000,2018,Connecticut Agricultural Experiment Station
2002,2018,University of Rhode Island
2003,2020,Illinois State University
2005,2024,UtopiaCompression (United States)
2006,2024,Tuskegee University
2007,2023,Louisiana State University Agricultural Center
2008,2020,University of South Florida St. Petersburg
2010,2018,Ohio Dominican University
2012,2024,University of Arkansas at Fayetteville
2018,2020,University of Idaho
2020,2019,"University of California, Riverside"
2021,2019,Universidade Estadual Paulista (Unesp)
2022,2017,Fuzhou University
2024,2017,Institutes of Science and Development
2026,2017,Guangzhou Institute of Geography
2029,2019,University of Virginia
2030,2019,Clark University
2032,2018,University of Neuchâtel
2036,2018,Newcastle University
2037,2018,Michigan Department of Natural Resources
2039,2018,Amherst College
2040,2020,University of Arizona
2041,2020,University of Hohenheim
2047,2019,Bangladesh University of Engineering and Technology
2050,2019,Rajshahi University of Engineering and Technology
2051,2019,Khulna University
2054,2020,Maryland Department of Health
2057,2022,University of Utah
2059,2017,Princeton University
2061,2022,Virginia Cooperative Extension
2062,2022,Tennessee State University
2064,2022,Williamson College
2065,2022,Tennessee Department of Agriculture
2066,2019,The University of Texas at Austin
2067,2017,"Ministry of Agriculture, Food and Rural Affairs"
2068,2017,University of Surrey
2069,2017,University of Missouri Hospital
2071,2019,Georgia Institute of Technology
2072,2019,Emory University
2075,2017,University of Connecticut
2076,2020,Washington University in St. Louis
2077,2020,Columbia University
2078,2020,University of North Carolina at Greensboro
2080,2020,Harvard University
2081,2020,St. John's University
2082,2017,Çankaya University
2084,2018,Boston College
2085,2019,Arkansas Tech University
2086,2017,Mississippi State University
2089,2018,University of Oregon
2091,2018,Creighton University
2093,2020,Northeastern University
2094,2020,"Minnesota State University, Mankato"
2095,2020,Alabama Agricultural and Mechanical University
2097,2022,University of Chinese Academy of Sciences
2098,2022,Research Center for Eco-Environmental Sciences
2102,2021,Maryland Department of Health
2103,2019,Southern Research Station
2106,2019,Universidade de Brasília
2109,2022,National Forage Seed Production Research Center
2111,2022,American Farmland Trust
2114,2019,Center for Agricultural Resources Research
2117,2017,Wageningen University & Research
2120,2017,Universidade Tecnológica Federal do Paraná
2121,2017,Universidade Federal do Rio Grande do Sul
2122,2017,AgResearch
2125,2017,Brazilian Agricultural Research Corporation
2126,2019,National Cancer Institute
2128,2017,National Wildlife Federation
2131,2021,East Tennessee State University
2132,2021,University of Louisville
2134,2022,Southern University and Agricultural and Mechanical College
2135,2022,Jackson State University
2136,2022,Brock University
2139,2020,Bethune-Cookman University
2140,2020,Association of State Public Health Nutritionists
2142,2023,Research Center for Eco-Environmental Sciences
2143,2023,Chinese Academy of Sciences
2144,2023,University of Chinese Academy of Sciences
2145,2023,Boston College
2151,2019,International Institute for Applied Systems Analysis
2152,2019,UCLouvain
2153,2019,Commonwealth Scientific and Industrial Research Organisation
2154,2019,Agriculture and Food
2156,2019,Joint Research Centre
2157,2019,World Food Programme
2159,2019,Food and Agriculture Organization of the United Nations
2160,2019,Karlsruhe Institute of Technology
2161,2019,Institute of Remote Sensing and Digital Earth
2163,2019,Flemish Institute for Technological Research
2164,2019,Wageningen University & Research
2166,2022,University of Tennessee Health Science Center
2168,2018,University of Alabama at Birmingham
2169,2018,Samford University
2173,2020,Florida State University
2175,2020,Dickinson College
2179,2023,Florida Department of Citrus
2180,2023,University of Florida
2182,2023,Daniel K. Inouye U.S. Pacific Basin Agricultural Research Center
2183,2023,Mississippi State University
2185,2020,Stanford University
2186,2020,London School of Economics and Political Science
2187,2022,University of North Carolina at Greensboro
2188,2022,East Carolina University
2191,2022,University of Kentucky
2192,2019,The Evergreen State College
2193,2019,University of North Carolina at Greensboro
2196,2023,New York University
2198,2023,Goddard Space Flight Center
2199,2023,Ghent University
2202,2023,Goddard Institute for Space Studies
2203,2023,Research Institute for Geo-Hydrological Protection
2204,2023,National Research Council
2205,2023,Lawrence Berkeley National Laboratory
2206,2023,Vrije Universiteit Brussel
2207,2023,Boston University
2208,2023,University of Nebraska–Lincoln
2209,2023,TU Wien
2210,2023,National Institute for Environmental Studies
2212,2023,National Taiwan University
2213,2023,Indian Institute of Technology Gandhinagar
2215,2023,The University of Texas at Austin
2216,2023,"Rutgers, The State University of New Jersey"
2217,2023,King Abdullah University of Science and Technology
2218,2023,Climate and Global Dynamics Laboratory
2220,2023,Korea Advanced Institute of Science and Technology
2221,2023,École Polytechnique
2222,2023,Centre National de la Recherche Scientifique
2223,2023,University of Melbourne
2224,2023,ETH Zurich
2226,2022,"University of California, San Francisco"
2227,2022,University of Central Florida
2229,2022,Boston College
2230,2018,Northern Arizona University
2232,2018,Goddard Space Flight Center
2234,2017,SRA International (United States)
2236,2017,Eastern Research Group (United States)
2239,2019,East Carolina University
2242,2019,Mitchell Institute
2244,2019,Office of Minority Health
2245,2019,University of South Carolina
2247,2019,North American Association of Central Cancer Registries
2250,2019,Health Sciences and Nutrition
2252,2019,Union of Concerned Scientists
2253,2019,Scotland's Rural College
2254,2019,Agriculture and Agri-Food Canada
2256,2019,Alberta Ministry of Agriculture and Forestry
2257,2019,Centro Internacional de Mejoramiento de Maíz Y Trigo
2261,2019,Crop Research Institute
2262,2019,Point Blue Conservation Science
2264,2019,National Agricultural and Food Centre
2265,2019,Výskumný Ústav Pôdoznalectva a Ochrany Pôdy
2267,2017,University of Bonn
2268,2017,Harvard University
2271,2017,Minnesota Department of Natural Resources
2274,2017,Planetary Science Institute
2275,2019,Agricultural Marketing Service
2276,2019,Colby College
2278,2021,World Resources Institute
2279,2021,Linköping University
2280,2021,Pacific Northwest National Laboratory
2282,2023,Louis Stokes Cleveland VA Medical Center
2283,2023,University Hospitals of Cleveland
2284,2023,University of Glasgow
2285,2023,Diego Portales University
2287,2023,Methodist Hospital
2289,2019,Universidade de São Paulo
2291,2019,Universidade do Estado de Mato Grosso
2292,2019,Instituto Federal do Acre
2293,2020,Cleveland Clinic
2294,2020,Cleveland Clinic Lerner College of Medicine
2295,2021,Boston Medical Center
2296,2021,Boston University
2297,2020,University of Cincinnati Medical Center
2298,2020,Cincinnati Children's Hospital Medical Center
2304,2017,Dana-Farber/Harvard Cancer Center
2306,2021,Nanjing University
2309,2023,Minnesota Department of Health
2311,2023,Twin Cities Orthopedics
2312,2023,University of Minnesota Medical Center
2316,2019,University of New Hampshire
2317,2019,Policy Analysis (United States)
2320,2018,Health Net
2321,2018,UCLA Health
2324,2019,University of Hawaiʻi at Mānoa
2325,2022,Xerces Society
2327,2022,Southwest Watershed Research Center
2329,2021,Florida Atlantic University
2330,2021,Cardinal Health (United States)
2331,2021,Columbus State University
2332,2021,University of South Alabama
2333,2018,Arizona State University
2334,2018,"University of California, Santa Barbara"
2335,2018,Universidad Nacional Autónoma de México
2336,2018,Instituto de Ecología
2337,2018,College of Mexico
2338,2018,El Colegio de la Frontera Sur
2340,2018,University of Colorado Boulder
2345,2021,University of Oxford
2347,2021,University of Oslo
2348,2020,University of South Florida
2349,2022,Syngenta (United States)
2350,2017,University of Reading
2353,2017,Technical University of Denmark
2358,2018,United Nations University
2359,2018,London School of Hygiene & Tropical Medicine
2360,2018,World Bank
2362,2018,Umeå University
2363,2018,Tsinghua University
2364,2018,World Health Organization
2365,2018,Energy Institute
2367,2018,University of Birmingham
2368,2018,Centre Virchow-Villermé
2369,2018,Royal Veterinary College
2370,2018,University of Washington
2371,2018,Iran University of Medical Sciences
2372,2018,International Livestock Research Institute
2374,2018,Universidad Peruana Cayetano Heredia
2375,2018,University of Sussex
2376,2018,University of Arkansas at Monticello
2377,2018,University of Essex
2378,2018,Baqiyatallah University of Medical Sciences
2379,2018,Biotechnology Research Center
2380,2018,Imperial College London
2381,2018,Agricultural Research & Education Organization
2383,2018,World Meteorological Organization
2384,2018,Agricultural Biotechnology Research Institute of Iran
2385,2018,Biofuel Research Team
2386,2018,Centre for Mental Health
2387,2020,Towson University
2388,2020,Cabrini University
2389,2023,Berkeley Public Health Division
2391,2023,Scripps Institution of Oceanography
2392,2023,"University of California, San Diego"
2393,2023,"University of California, San Francisco"
2395,2021,Emmanuel College - Massachusetts
2396,2021,Walden University
2398,2019,IHE Delft Institute for Water Education
2399,2019,University of Auckland
2400,2020,Ball State University
2401,2020,National Institute on Aging
2402,2020,Children's Hospital of Philadelphia
2403,2020,Virginia Commonwealth University
2407,2018,Goddard Institute for Space Studies
2409,2018,National Aeronautics and Space Administration
2411,2018,University of Chicago
2412,2018,University of Faisalabad
2413,2018,University of Agriculture Faisalabad
2414,2018,University of Bonn
2415,2018,Leibniz Centre for Agricultural Landscape Research
2417,2018,Initiative Prospective Agricole et Rurale
2418,2018,Rogers (United States)
2420,2018,Potsdam Institute for Climate Impact Research
2421,2018,Humboldt-Universität zu Berlin
2422,2018,University of Ghana
2425,2018,Joint Research Center
2428,2018,Climate Analytics
2429,2021,Vanderbilt University
2430,2021,Vanderbilt University Medical Center
2433,2022,International Maize and Wheat Improvement Center
2435,2017,Zhejiang University
2436,2018,Entertainment Industries Council
2438,2019,University of Ottawa
2442,2023,Swedish University of Agricultural Sciences
2443,2023,Lewis & Clark College
2444,2023,Umeå University
2445,2023,Federal Reserve Board of Governors
2446,2017,Vanderbilt University
2448,2017,"University of California, Merced"
2449,2017,University of Arizona
2451,2017,Florida State University
2452,2017,Tulane University
2457,2017,The University of Texas Rio Grande Valley
2460,2023,University of Central Missouri
2461,2023,Tempe Union High School District
2463,2019,Pacific Institute For Research and Evaluation
2464,2019,Columbia University
2467,2019,Universidad de Occidente
2469,2020,Institute of Agricultural Resources and Regional Planning
2470,2020,Chinese Academy of Agricultural Sciences
2471,2020,Ministry of Agriculture and Rural Affairs
2472,2020,International Food Policy Research Institute
2474,2020,Institute of Environment and Sustainable Development in Agriculture
2475,2020,Victoria University of Wellington
2476,2018,Utah State University
2477,2018,American Farmland Trust
2479,2022,University of Toronto
2480,2022,University of Georgia
2483,2019,Marin Community Foundation
2485,2017,Sultan Qaboos University
2490,2023,University of Arkansas for Medical Sciences
2491,2023,Stanford University
2492,2023,Environmental Protection Agency
2493,2023,University of North Carolina at Chapel Hill
2494,2023,New York State Department of Health
2495,2023,"University at Albany, State University of New York"
2496,2023,Texas Department of State Health Services
2497,2023,National Center on Birth Defects and Developmental Disabilities
2500,2023,Massachusetts Department of Public Health
2501,2024,Olds College
2502,2024,MacEwan University
2504,2024,Government of Alberta
2505,2017,Pacific Northwest National Laboratory
2506,2017,Joint Global Change Research Institute
2508,2020,University of Colorado System
2510,2022,Illinois College
2519,2018,University of Connecticut
2520,2018,University of Talca
2523,2019,Scientific Aviation (United States)
2524,2019,"University of California, Los Angeles"
2525,2019,California Air Resources Board
2527,2022,North Dakota Game and Fish Department
2528,2019,Montclair State University
2530,2018,Massachusetts General Hospital
2531,2018,Harvard University
2532,2018,Kaiser Permanente
2534,2018,"University of California, San Francisco"
2535,2018,San Francisco General Hospital
2536,2018,Temple University Hospital
2537,2017,Baylor University
2538,2017,University of South Dakota
2540,2017,Tennessee Wildlife Resources Agency
2543,2020,Bates College
2544,2020,Cary Institute of Ecosystem Studies
2545,2020,Dartmouth College
2547,2020,Queen's University Belfast
2549,2018,National Bureau of Economic Research
2550,2018,Massachusetts Institute of Technology
2552,2018,Flagler College
2553,2018,Florida State University
2555,2018,The University of Texas at El Paso
2556,2018,University of Miami
2557,2018,Florida International University
2559,2019,Can Tho University
2561,2024,University of Oklahoma
2565,2020,Arizona State University
2566,2023,University of Pennsylvania
2567,2023,Dalhousie University
2568,2023,University of New Brunswick
2569,2023,Temple University
2570,2023,University of Ottawa
2571,2023,Philadelphia VA Medical Center
2577,2018,University of Massachusetts Boston
2578,2017,University of British Columbia
2581,2021,Microsoft (United States)
2585,2018,Geisinger Health System
2586,2018,Bucknell University
2588,2018,Johns Hopkins Medicine
2590,2020,University of Exeter
2597,2018,University of Twente
2598,2018,National University of Singapore
2599,2019,Washington University in St. Louis
2600,2019,National Center for Chronic Disease Prevention and Health Promotion
2601,2019,Centers for Disease Control and Prevention
2603,2019,Quality Research
2605,2018,Institute for Agricultural and Earthmoving Machines
2606,2018,National Research Council
2607,2018,University of Turin
2609,2019,National Center for Emerging and Zoonotic Infectious Diseases
2610,2019,Oregon Health Authority
2611,2019,Tennessee Department of Health
2612,2019,Connecticut Department of Public Health
2613,2019,University of Colorado System
2616,2019,New York State Department of Health
2617,2019,Maryland Department of Health
2618,2019,Minnesota Department of Health
2619,2019,Georgia Department of Public Health
2620,2019,California Department of Public Health
2621,2019,Food Safety and Inspection Service
2622,2019,Center for Food Safety and Applied Nutrition
2623,2021,Wenzhou Medical University
2624,2021,George Mason University
2625,2021,Old Dominion University
2626,2019,University of Pittsburgh
2628,2019,China Academy of Urban Planning and Design
2629,2021,Southern Methodist University
2630,2020,Budapest University of Technology and Economics
2633,2018,Alfred University
2634,2019,National Bureau of Economic Research
2635,2019,Bay State College
2636,2019,Boston University
2637,2019,University of Chicago
2638,2019,Brown University
2639,2019,United States Military Academy
2640,2019,Northwestern University
2642,2018,The Evergreen State College
2646,2018,East Carolina University
2647,2018,Assumption College
2648,2018,Brandeis University
2650,2020,The University of Texas at El Paso
2659,2019,University of Cincinnati Medical Center
2660,2019,Cincinnati Children's Hospital Medical Center
2661,2018,Indiana University Bloomington
2662,2018,University of Indianapolis
2663,2018,Indiana University – Purdue University Indianapolis
2669,2017,NOAA Great Lakes Environmental Research Laboratory
2670,2019,TERI University
2671,2019,Coca Cola (United States)
2673,2018,Carnegie Institution for Science
2674,2018,University of Hawaii at Hilo
2678,2021,University of Rhode Island
2679,2021,University of British Columbia
2680,2018,Villanova University
2682,2018,Universidade de São Paulo
2684,2018,Technical University of Darmstadt
2688,2019,University of Lisbon
2691,2017,Boise State University
2694,2018,National Institute for Mathematical and Biological Synthesis
2695,2018,University of Pretoria
2696,2018,National Zoological Gardens of South Africa
2697,2018,University of Freiburg
2700,2019,Universidade Estadual de Maringá
2701,2019,Universidade do Oeste Paulista
2702,2017,Mayo Clinic
2705,2017,National Heart Lung and Blood Institute
2706,2017,Office of Science
2708,2018,Oklahoma Biological Survey
2710,2017,University of North Carolina at Chapel Hill
2712,2017,Johns Hopkins Hospital
2715,2019,National University
2716,2019,University of Otago
2717,2017,"University of Puerto Rico, Medical Sciences Campus"
2718,2017,University of South Florida St. Petersburg
2719,2017,College of Marin
2720,2017,NOAA National Weather Service
2721,2018,University of Tennessee Health Science Center
2723,2017,Wisconsin Department of Natural Resources
2725,2018,University of Delaware
2728,2018,Harvard University Press
2733,2019,Rocky Mountain Research (United States)
2734,2019,Rocky Mountain Research Station
2737,2019,Field Museum of Natural History
2738,2019,Morton Arboretum
2740,2017,Nevada Division of Public and Behavioral Health
2741,2017,California Department of Fish and Wildlife
2742,2020,Binghamton University
2743,2020,Texas Tech University
2744,2019,University of Houston
2745,2019,The University of Texas Health Science Center at Houston
2748,2017,Temple University
2750,2017,Statistical Research (United States)
2752,2020,"University of California, Merced"
2757,2017,Louisiana Department of Natural Resources
2758,2021,Children's National
2759,2021,"University of California, San Diego"
2760,2021,Baylor College of Medicine
2761,2021,"University of California, San Francisco"
2762,2021,Seattle Children's Hospital
2764,2021,Columbia University Irving Medical Center
2765,2021,Johns Hopkins University
2766,2021,Massachusetts General Hospital
2767,2021,University of Colorado Denver
2768,2021,Children's Hospital Colorado
2769,2021,University of Colorado Anschutz Medical Campus
2770,2021,Johns Hopkins All Children's Hospital
2771,2021,University of Alberta
2772,2021,Children's Minnesota
2773,2021,Lurie Children's Hospital
2774,2021,The University of Texas Southwestern Medical Center
2775,2021,Monroe Carell Jr. Children's Hospital
2777,2021,Washington University in St. Louis
2778,2021,Children's Healthcare of Atlanta
2779,2021,Emory University
2781,2021,Boston Children's Hospital
2782,2021,Icahn School of Medicine at Mount Sinai
2783,2021,Medical University of South Carolina
2785,2021,University of Rochester
2786,2021,Children's Hospital of Philadelphia
2787,2021,Cook Children's Medical Center
2788,2017,Syracuse University
2790,2023,University of Delaware
2791,2018,National Center for Injury Prevention and Control
2793,2021,Northeast Ohio Medical University
2795,2021,University of Connecticut Health Center
2797,2023,Radford University
2798,2023,Northern Arizona University
2802,2017,Waterborne Environmental (United States)
2804,2017,Center for Veterinary Medicine
2805,2017,United States Food and Drug Administration
2808,2017,Food Safety and Inspection Service
2816,2018,Southwest Watershed Research Center
2823,2019,General Directorate of Forestry
2825,2017,Denver Federal Center
2826,2017,Stinger Ghaffarian Technologies (United States)
2828,2017,UK Centre for Ecology & Hydrology
2830,2017,Consejo Nacional de Investigaciones Científicas y Técnicas
2831,2017,National University of Comahue
2832,2017,University of Bologna
2834,2021,University of Arkansas at Fayetteville
2835,2021,University of Arkansas System
2836,2018,Pontificia Universidad Católica de Valparaíso
2837,2018,Joint Global Change Research Institute
2838,2018,Pacific Northwest National Laboratory
2840,2017,Florida Agricultural and Mechanical University
2841,2017,University of Helsinki
2842,2017,Battelle
2844,2018,California Polytechnic State University
2845,2018,Los Angeles Mission College
2846,2018,University of California Division of Agriculture and Natural Resources
2847,2018,"University of California, San Diego"
2848,2018,"California State University, Chico"
2849,2018,Humboldt State University
2850,2018,"California State University, Long Beach"
2853,2018,West Virginia University
2854,2018,Old Dominion University
2855,2018,University of South Florida
2858,2019,Kaiser Permanente
2859,2018,National Renewable Energy Laboratory
2862,2024,University of Delaware
2863,2024,World Water Watch
2864,2024,"University of California, Santa Barbara"
2865,2024,American University
2866,2024,"University of California, Berkeley"
2868,2024,Center for Global Development
2869,2024,Arizona State University
2870,2024,"University of Maryland, College Park"
2871,2024,University of Minnesota
2872,2024,University of Göttingen
2877,2018,U.S. Horticultural Research Laboratory
2879,2019,Harvard University Press
2881,2023,Institute of Geographic Sciences and Natural Resources Research
2883,2023,North China University of Water Resources and Electric Power
2884,2023,Asian Institute of Technology
2885,2023,Engineering Systems (United States)
2886,2023,University of Virginia
2887,2019,Madrid Health Service
2892,2017,National Center for Health Statistics
2894,2020,University of Tennessee at Chattanooga
2898,2017,Arizona State University
2899,2019,University of South Florida
2905,2019,Princeton University
2907,2017,"University of California, Los Angeles"
2908,2018,Cancer Prevention Institute of California
2910,2018,University of Southern California
2912,2017,Applied GeoSolutions (United States)
2914,2019,Montana State University
2918,2018,Triangle
2922,2023,Peking University
2923,2023,International Food Policy Research Institute
2924,2017,University Research Co (United States)
2929,2018,Northwestern University
2931,2018,Chicago State University
2932,2017,University of Missouri–Kansas City
2933,2017,Children's Mercy Hospital
2934,2017,Bellevue University
2935,2017,Center for Children
2937,2020,Bay State College
2939,2017,"University of California, Santa Cruz"
2940,2017,Santa Clara University
2943,2019,Horticultural Crops Research Laboratory
2947,2019,U.S. Horticultural Research Laboratory
2954,2019,Kenyatta University
2956,2019,Florida State University
2958,2023,Pipestone (United States)
2959,2022,Hoover Institution
2961,2022,Universidade de São Paulo
2963,2018,Minnesota Department of Natural Resources
2965,2018,University of Central Florida
2967,2021,University of Alaska Anchorage
2972,2017,Chulalongkorn University
2974,2018,Jacobs (United States)
2975,2018,Illinois State University
2978,2018,University of South Carolina
2979,2018,American Society for the Prevention of Cruelty to Animals
2980,2018,Lake Research Partners
2983,2018,Northern Research Station
2984,2018,Louisiana Department of Natural Resources
2986,2018,Argonne National Laboratory
2988,2020,Brigham and Women's Hospital
2989,2020,"University of California, San Francisco"
2992,2017,Lewis & Clark College
2993,2018,"California State University, Fresno"
2995,2018,University of Toronto
2996,2018,The Scarborough Hospital
2997,2018,Lakehead University
2998,2018,Beef Farmers of Ontario
3000,2018,University of British Columbia
3001,2018,University of North Carolina at Charlotte
3003,2017,Southern Research Station
3009,2017,Lake Tahoe Community College
3012,2017,University of Oregon
3013,2019,Public Health Institute
3014,2019,Virginia Commonwealth University
3015,2020,Virginia Cooperative Extension
3017,2020,Blackstone (United States)
3018,2020,Driscoll Children's Hospital
3022,2017,Hill Engineering (United States)
3023,2017,The University of Texas Health Science Center at Houston
3026,2017,Morton Arboretum
3028,2019,Executive Office of the President
3029,2021,University of Maine
3030,2021,University of Guelph
3031,2021,Columbia River Inter-Tribal Fish Commission
3032,2021,Wild Salmon Center
3033,2021,ID-FISH Technology (United States)
3034,2021,Birds Canada
3035,2021,Woodwell Climate Research Center
3036,2021,Portsmouth Regional Hospital
3037,2021,University of New Hampshire
3038,2021,Haverford College
3041,2018,Northern Great Plains Research Laboratory
3042,2018,Archbold Biological Station
3045,2018,Northwest Watershed Research Center
3048,2018,National Sedimentation Laboratory
3051,2018,Grazinglands Research Laboratory
3052,2018,Southeast Watershed Research Laboratory
3055,2018,Quality Research
3056,2019,University of Toronto
3057,2019,St. Michael's Hospital
3058,2019,University of Zagreb
3059,2019,University Hospital Dubrava
3060,2019,Institute of Clinical and Experimental Medicine
3061,2019,Physicians Committee for Responsible Medicine
3062,2019,Institut d'Investigació Sanitària Pere Virgili
3063,2019,Universidad Rovira i Virgili
3064,2019,Instituto de Salud Carlos III
3065,2019,Spanish Biomedical Research Centre in Physiopathology of Obesity and Nutrition
3066,2019,Hospital Universitari Sant Joan de Reus
3067,2019,University of Saskatchewan
3068,2021,World Bank Group
3069,2019,Washburn University
3072,2021,New York State College of Veterinary Medicine
3074,2021,New York State College of Agriculture & Life Sciences
3075,2021,University of Milan
3077,2020,University for Development Studies
3079,2017,Oklahoma Biological Survey
3081,2017,World Health Organization Regional Office for the Americas
3083,2017,Universitat Autònoma de Barcelona
3084,2019,The University of Texas at Arlington
3085,2020,Queen Mary University of London
3086,2020,Fafo Foundation
3087,2020,Northwestern University
3089,2021,Virginia Sea Grant
3095,2017,San Diego State University
3098,2018,Universidad de La Frontera
3101,2018,Ford Motor Company (United States)
3104,2018,Clark University
3110,2018,University of Maryland Center for Environmental Science
3113,2018,Lamont-Doherty Earth Observatory
3117,2019,Nanjing University of Information Science and Technology
3119,2019,CSIRO Oceans and Atmosphere
3120,2020,University of South Carolina
3124,2020,Starr Foundation
3128,2019,Working Landscapes
3130,2020,IAC (United States)
3137,2018,Instituto de Investigación Nutricional
3139,2018,International Center for Tropical Agriculture
3141,2018,Universidad Nacional Hermilio Valdizán
3142,2018,International Potato Center
3150,2019,Saint Louis University
3152,2018,Northern Illinois University
3154,2018,University of Notre Dame
3155,2018,NSF National Center for Atmospheric Research
3157,2017,Virginia Commonwealth University
3159,2017,Multnomah County Health Department
3160,2017,Ochin
3161,2017,Kaiser Permanente Center for Health Research
3162,2017,Framingham Heart Study
3164,2017,Atrex Energy (United States)
3165,2017,Harvard Pilgrim Health Care
3167,2017,Brigham and Women's Hospital
3169,2019,National University of Comahue
3170,2019,Consejo Nacional de Investigaciones Científicas y Técnicas
3171,2019,Hawk Mountain Sanctuary
3172,2017,University of Saskatchewan
3173,2017,National Audubon Society
3174,2017,Memorial University of Newfoundland
3175,2017,Aarhus University
3176,2019,Macquarie University
3177,2019,National Socio-Environmental Synthesis Center
3178,2019,CSIRO Land and Water
3179,2019,University of Illinois at Chicago
3181,2018,National Opinion Research Center
3183,2021,Royal Netherlands Meteorological Institute
3185,2021,Pacific Institute for Climate Solutions
3186,2021,University of Victoria
3187,2021,ETH Zurich
3188,2021,Institut Pierre-Simon Laplace
3189,2021,Sorbonne Université
3190,2021,Centre National de la Recherche Scientifique
3191,2021,Vrije Universiteit Amsterdam
3193,2021,University of Twente
3194,2021,Climate Centre
3195,2021,American Red Cross
3200,2021,Climate and Global Dynamics Laboratory
3201,2021,NSF National Center for Atmospheric Research
3203,2021,Bodeker Scientific (New Zealand)
3204,2021,German Meteorological Service
3210,2017,Ecosystem Sciences
3217,2018,Pulmonary Associates
3219,2018,Lung Institute
3221,2018,University of Illinois at Chicago
3222,2018,Columbia University Irving Medical Center
3223,2018,Michigan Medicine
3224,2018,New York Hospital Queens
3225,2018,NewYork–Presbyterian Hospital
3227,2018,Presbyterian Hospital
3228,2018,University of Iowa
3231,2018,University of Utah
3232,2018,Wake Forest University
3235,2019,Sam Houston State University
3236,2022,University of Rhode Island
3237,2023,"Institut National de Recherche pour l'Agriculture, l'Alimentation et l'Environnement"
3239,2023,University of Minnesota System
3240,2024,Wayne State University
3242,2018,American Enterprise Institute
3248,2017,Quality Research
3253,2018,District of Columbia Water and Sewer Authority
3255,2019,Centro de Investigación y Extensión Forestal Andino Patagónico
3258,2019,Universidad Nacional de Córdoba
3260,2019,Water Resources Commission of Ghana
3261,2019,International Water Management Institute
3263,2020,Tennessee State University
3265,2019,United States Food and Drug Administration
3269,2019,Yale University
3275,2018,Center for Advanced Energy Studies
3279,2018,University of Wisconsin–Oshkosh
3280,2020,Rockefeller University
3282,2017,Research Triangle Park Foundation
3284,2017,Michigan Technological University
3285,2017,National Aeronautics and Space Administration
3286,2017,Langley Research Center
3292,2019,Michigan Department of Natural Resources
3293,2019,Durham University
3294,2019,University of Cambridge
3295,2019,South Eastern Kenya University
3296,2019,University of Leicester
3297,2019,Hawassa University
3298,2019,Laboratoire d'Anthropologie Sociale
3299,2019,University of Oxford
3300,2019,Max Planck Institute for Social Anthropology
3301,2019,North Seattle College
3302,2019,University of York
3303,2019,Karatina University
3304,2019,Addis Ababa University
3305,2019,London School of Economics and Political Science
3306,2019,King's College London
3307,2018,Universidade Federal de Minas Gerais
3310,2017,Hendrix College
3311,2017,Conway School of Landscape Design
3314,2018,Oregon Health & Science University
3318,2019,San Jose State University
3320,2019,Lenox Library Association
3321,2020,Health Resources and Services Administration
3322,2019,World Bank
3328,2017,Research Network (United States)
3330,2018,Ursinus College
3337,2017,Minnesota Department of Health
3344,2017,U.S. Dairy Forage Research Center
3345,2017,Chesapeake Bay Program
3349,2017,Carleton University
3350,2017,Royal Society for Public Health
3351,2017,Royal Society
3352,2017,Pennsylvania Department of Health
3353,2017,Royal College of Paediatrics and Child Health
3354,2017,"Rutgers, The State University of New Jersey"
3355,2017,University of Alberta
3356,2017,University of Canberra
3359,2018,Canadian Forest Service
3360,2017,Arkansas State University
3362,2019,"University of California, San Diego"
3363,2019,University of Namur
3366,2019,Universidad Nacional Autónoma de Nicaragua-León
3368,2019,Center for Vascular Biology Research
3369,2019,Harvard University
3370,2019,Beth Israel Deaconess Medical Center
3371,2019,National Autonomous University of Nicaragua
3372,2019,London School of Hygiene & Tropical Medicine
3373,2019,University College London
3377,2017,Resource (United States)
3379,2018,"University at Buffalo, State University of New York"
3380,2018,University of Tartu
3381,2018,Delft University of Technology
3382,2018,Cooper Medical School of Rowan University
3383,2018,Rowan University
3384,2021,Swiss Finance Institute
3389,2019,South China Agricultural University
3394,2020,University of New Hampshire
3401,2018,Centre de Coopération Internationale en Recherche Agronomique pour le Développement
3402,2018,Chuka University
3403,2018,University of Oxford
3404,2018,Lund University
3406,2020,University of Ghana
3408,2020,Western Human Nutrition Research Center
3409,2020,Kenya Medical Research Institute
3410,2020,Ghana Health Service
3411,2017,Bowling Green State University
3414,2022,Federal Emergency Management Agency
3415,2022,Compass (United States)
3416,2022,CDM Smith (United States)
3419,2020,San Francisco VA Medical Center
3421,2019,Golden Valley Agricultural Research Trust
3424,2020,University of North Carolina at Chapel Hill
3427,2022,Food and Agriculture Organization of the United Nations
3428,2022,University of Chicago
3430,2022,World Bank Group
3432,2022,Institute for Health Metrics and Evaluation
3434,2022,Telethon Kids Institute
3435,2022,Curtin University
